HPO ID,term_name,IC
HP:0000002,Abnormality of body height,1.7131387102312727
HP:0000003,Multicystic kidney dysplasia,5.385067683699373
HP:0000008,Abnormal morphology of female internal genitalia,5.682815959417229
HP:0000009,Functional abnormality of the bladder,3.4564064654196347
HP:0000010,Recurrent urinary tract infections,8.391035859013842
HP:0000011,Neurogenic bladder,7.17356357850566
HP:0000012,Urinary urgency,6.694395741807101
HP:0000013,Hypoplasia of the uterus,9.044950376699612
HP:0000014,Abnormality of the bladder,3.3445135853487375
HP:0000015,Bladder diverticulum,7.048032696421801
HP:0000016,Urinary retention,7.517517979723021
HP:0000017,Nocturia,9.217957697864115
HP:0000019,Urinary hesitancy,10.217957697864115
HP:0000020,Urinary incontinence,9.983768278515267
HP:0000021,Megacystis,9.0480326964218
HP:0000022,Abnormal male internal genitalia morphology,8.234033681764958
HP:0000023,Inguinal hernia,8.506283612768057
HP:0000024,Prostatitis,18.305960871735365
HP:0000025,Functional abnormality of male internal genitalia,4.252173413202027
HP:0000026,Male hypogonadism,12.891003186248653
HP:0000027,Azoospermia,5.29909446058952
HP:0000028,Cryptorchidism,3.913414033977237
HP:0000029,Testicular atrophy,9.664479825188296
HP:0000030,Testicular gonadoblastoma,34.73469073679746
HP:0000031,Epididymitis,20.272044236430876
HP:0000032,Abnormality of male external genitalia,3.3386925348453
HP:0000033,"Ambiguous genitalia, male",13.372134655942245
HP:0000034,Hydrocele testis,8.77139502910481
HP:0000035,Abnormal testis morphology,3.580051044027591
HP:0000036,Abnormal penis morphology,4.00831037397472
HP:0000037,Male pseudohermaphroditism,8.045569992543804
HP:0000039,Epispadias,13.737539553777118
HP:0000040,Long penis,10.012403128608605
HP:0000041,Chordee,9.4718347472459
HP:0000042,Absent external genitalia,10.217957697864115
HP:0000044,Hypogonadotropic hypogonadism,8.549010582283682
HP:0000045,Abnormality of the scrotum,5.932675936137869
HP:0000046,Small scrotum,11.08625063778948
HP:0000047,Hypospadias,10.015914505745398
HP:0000048,Bifid scrotum,8.223907233802317
HP:0000049,Shawl scrotum,9.149906652358538
HP:0000050,Hypoplastic male external genitalia,5.814940717627092
HP:0000051,Perineal hypospadias,16.43797927191821
HP:0000052,"Urethral atresia, male",11.333931215486688
HP:0000053,Macroorchidism,9.301909745803588
HP:0000054,Micropenis,8.816555909555142
HP:0000055,Abnormality of female external genitalia,6.801722166208389
HP:0000056,Abnormality of the clitoris,7.463136727367418
HP:0000058,Abnormal labia morphology,7.668455635344925
HP:0000059,Hypoplastic labia majora,16.079755959824947
HP:0000060,Clitoral hypoplasia,15.107182990936396
HP:0000061,"Ambiguous genitalia, female",15.04903436416443
HP:0000062,Ambiguous genitalia,5.385067683699372
HP:0000063,Fused labia minora,12.077846571482626
HP:0000064,Hypoplastic labia minora,16.29513024554042
HP:0000065,Labial hypertrophy,11.077846571482628
HP:0000066,Labial hypoplasia,13.533753980659178
HP:0000067,"Urethral atresia, female",16.096360534837437
HP:0000068,Urethral atresia,11.333931215486688
HP:0000069,Abnormality of the ureter,3.9005450840992446
HP:0000070,Ureterocele,7.5175179797230225
HP:0000071,Ureteral stenosis,7.3110671022555955
HP:0000072,Hydroureter,6.048032696421802
HP:0000073,Ureteral duplication,6.8604056932460304
HP:0000074,Ureteropelvic junction obstruction,7.896029602976751
HP:0000075,Renal duplication,6.970030184420528
HP:0000076,Vesicoureteral reflux,8.58103311993338
HP:0000077,Abnormality of the kidney,1.8825673431701893
HP:0000078,Abnormality of the genital system,1.5446486223024192
HP:0000079,Abnormality of the urinary system,1.359976702736542
HP:0000080,Abnormality of reproductive system physiology,2.5904238133913227
HP:0000081,Duplicated collecting system,7.896029602976752
HP:0000083,Renal insufficiency,5.340539048251248
HP:0000085,Horseshoe kidney,5.559746215112319
HP:0000086,Ectopic kidney,6.008504332235164
HP:0000089,Renal hypoplasia,5.287220360301227
HP:0000090,Nephronophthisis,7.048032696421801
HP:0000091,Abnormal renal tubule morphology,5.574101508089389
HP:0000092,Renal tubular atrophy,8.048032696421803
HP:0000093,Proteinuria,7.220643237070295
HP:0000095,Abnormal renal glomerulus morphology,7.819305429527319
HP:0000096,Glomerular sclerosis,8.735092425624234
HP:0000097,Focal segmental glomerulosclerosis,9.312637454782907
HP:0000098,Tall stature,4.44317063826294
HP:0000099,Glomerulonephritis,18.700978989930412
HP:0000100,Nephrotic syndrome,6.873573756928544
HP:0000103,Polyuria,8.873573756928545
HP:0000104,Renal agenesis,4.710163057665417
HP:0000105,Enlarged kidney,7.048032696421801
HP:0000107,Renal cyst,4.1411421008132825
HP:0000108,Renal corticomedullary cysts,16.727457068564988
HP:0000110,Renal dysplasia,6.048032696421801
HP:0000111,Renal juxtaglomerular cell hypertrophy/hyperplasia,14.335005267811363
HP:0000112,Nephropathy,7.217528158145906
HP:0000113,Polycystic kidney dysplasia,6.663368846186477
HP:0000114,Proximal tubulopathy,8.136608162762338
HP:0000117,Renal phosphate wasting,11.14120876957589
HP:0000118,Phenotypic abnormality,0.0
HP:0000119,Abnormality of the genitourinary system,0.9244860490259795
HP:0000121,Nephrocalcinosis,5.7261046015344395
HP:0000122,Unilateral renal agenesis,6.151868507406341
HP:0000123,Nephritis,10.75916991402586
HP:0000124,Renal tubular dysfunction,7.035324826925156
HP:0000125,Pelvic kidney,7.130494856613776
HP:0000126,Hydronephrosis,4.436597984339454
HP:0000127,Renal salt wasting,10.425001735576483
HP:0000128,Renal potassium wasting,12.363601190912338
HP:0000130,Abnormality of the uterus,6.7937252731554505
HP:0000131,Uterine leiomyoma,24.75217457160867
HP:0000132,Menorrhagia,12.117688219667041
HP:0000133,Gonadal dysgenesis,7.130494856613774
HP:0000134,Female hypogonadism,14.605293342446963
HP:0000135,Hypogonadism,7.244360478828155
HP:0000136,Bifid uterus,11.983549832035466
HP:0000137,Abnormality of the ovary,6.535089331219174
HP:0000138,Ovarian cyst,8.142247578054526
HP:0000139,Uterine prolapse,21.680203666400743
HP:0000140,Abnormality of the menstrual cycle,4.168109148413552
HP:0000141,Amenorrhea,4.726104601534439
HP:0000142,Abnormal vagina morphology,7.896086990785128
HP:0000143,Rectovaginal fistula,35.74379425272615
HP:0000144,Decreased fertility,4.099016625140607
HP:0000145,Transverse vaginal septum,13.568512332756622
HP:0000147,Polycystic ovaries,8.301725792061722
HP:0000148,Vaginal atresia,17.211271940535227
HP:0000149,Ovarian gonadoblastoma,28.36135737219246
HP:0000150,Gonadoblastoma,19.74236420283491
HP:0000151,Aplasia of the uterus,10.320584819313039
HP:0000152,Abnormality of head or neck,0.6175801447562701
HP:0000153,Abnormality of the mouth,1.1879803512745346
HP:0000154,Wide mouth,4.663368846186476
HP:0000155,Oral ulcer,6.8604056932460304
HP:0000157,Abnormality of the tongue,3.6180448556769864
HP:0000158,Macroglossia,10.242051686522775
HP:0000159,Abnormal lip morphology,2.1983669695062327
HP:0000160,Narrow mouth,4.2236042610052555
HP:0000161,Median cleft lip,10.373763502781697
HP:0000162,Glossoptosis,7.5175179797230225
HP:0000163,Abnormal oral cavity morphology,1.2456958491308219
HP:0000164,Abnormality of the dentition,2.3677708602183394
HP:0000166,Severe periodontitis,16.795394212612084
HP:0000168,Abnormality of the gingiva,4.41060277580651
HP:0000169,Gingival fibromatosis,17.264799202966614
HP:0000171,Microglossia,8.130494856613774
HP:0000172,Abnormal uvula morphology,4.775014202015386
HP:0000174,Abnormal palate morphology,2.181784085310629
HP:0000175,Cleft palate,5.806902520052035
HP:0000176,Submucous cleft hard palate,8.8818310075586
HP:0000177,Abnormality of upper lip,2.4866386668390494
HP:0000178,Abnormality of lower lip,4.234964123169803
HP:0000179,Thick lower lip vermilion,7.928203004486172
HP:0000180,Lobulated tongue,8.41060277580651
HP:0000182,Movement abnormality of the tongue,8.51751797972302
HP:0000183,Difficulty in tongue movements,8.758526079226815
HP:0000185,Cleft soft palate,10.163991454519815
HP:0000187,Broad alveolar ridges,8.410602775806511
HP:0000188,Short upper lip,8.632995197142957
HP:0000189,Narrow palate,4.817078261581931
HP:0000190,Abnormal oral frenulum morphology,6.463070195700645
HP:0000191,Accessory oral frenulum,8.41060277580651
HP:0000193,Bifid uvula,11.841634432903891
HP:0000194,Open mouth,5.4900372433009155
HP:0000196,Lower lip pit,24.46246142023118
HP:0000197,Abnormal parotid gland morphology,8.896029602976752
HP:0000198,Absence of Stensen duct,10.217957697864113
HP:0000199,Tongue nodules,8.517517979723022
HP:0000200,Short lingual frenulum,9.0480326964218
HP:0000201,Pierre-Robin sequence,7.825640275085353
HP:0000202,Oral cleft,2.944162098649849
HP:0000204,Cleft upper lip,8.469111379369178
HP:0000205,Pursed lips,9.896029602976753
HP:0000206,Glossitis,8.632995197142957
HP:0000207,Triangular mouth,8.130494856613774
HP:0000211,Trismus,10.425150558691275
HP:0000212,Gingival overgrowth,5.335314648502273
HP:0000214,Lip telangiectasia,29.28493171381707
HP:0000215,Thick upper lip vermilion,10.45624295037252
HP:0000216,Broad secondary alveolar ridge,11.217957697864113
HP:0000217,Xerostomia,6.4106027758065105
HP:0000218,High palate,2.7442519482446985
HP:0000219,Thin upper lip vermilion,6.44892213701238
HP:0000220,Velopharyngeal insufficiency,7.57410150808939
HP:0000221,Furrowed tongue,6.8256402750853535
HP:0000222,Gingival hyperkeratosis,17.532829008246786
HP:0000223,Abnormality of taste sensation,16.256525139918338
HP:0000224,Hypogeusia,16.256525139918338
HP:0000225,Gingival bleeding,11.377598900137405
HP:0000227,Tongue telangiectasia,30.297645086289176
HP:0000228,Oral cavity telangiectasia,20.307121031163152
HP:0000230,Gingivitis,7.263761387477239
HP:0000232,Everted lower lip vermilion,8.68037218955977
HP:0000233,Thin vermilion border,3.5526217806789373
HP:0000234,Abnormality of the head,0.6301801815359036
HP:0000235,Abnormality of the fontanelles or cranial sutures,5.3341560264706835
HP:0000236,Abnormality of the anterior fontanelle,7.29586754174631
HP:0000237,Small anterior fontanelle,11.202758137354829
HP:0000238,Hydrocephalus,6.72052812872244
HP:0000239,Large fontanelles,6.724710840550184
HP:0000240,Abnormality of skull size,3.4383604159088876
HP:0000242,Parietal bossing,10.68818496452507
HP:0000243,Trigonocephaly,8.688184964525071
HP:0000244,Brachyturricephaly,15.500061800941399
HP:0000245,Abnormal paranasal sinus morphology,10.627927256623762
HP:0000246,Sinusitis,15.952069642898937
HP:0000248,Brachycephaly,6.23532599981126
HP:0000250,Dense calvaria,27.630869295112124
HP:0000252,Microcephaly,8.054100939025764
HP:0000253,Progressive microcephaly,11.95640426513863
HP:0000255,Acute sinusitis,15.952069642898937
HP:0000256,Macrocephaly,5.161490118983094
HP:0000260,Wide anterior fontanel,9.287284617043086
HP:0000262,Turricephaly,8.688184964525071
HP:0000263,Oxycephaly,11.425150558691277
HP:0000264,Abnormality of the mastoid,10.84018805797012
HP:0000265,Mastoiditis,11.425150558691277
HP:0000267,Cranial asymmetry,10.103222463803913
HP:0000268,Dolichocephaly,6.440257451081485
HP:0000269,Prominent occiput,8.202758137354827
HP:0000270,Delayed cranial suture closure,7.567169563563703
HP:0000271,Abnormality of the face,0.7539225456742014
HP:0000272,Malar flattening,9.286965501556285
HP:0000273,Facial grimacing,8.517517979723022
HP:0000274,Small face,4.671063237976478
HP:0000275,Narrow face,4.914176949687011
HP:0000276,Long face,4.135808656510242
HP:0000277,Abnormal mandible morphology,4.055916749025557
HP:0000278,Retrognathia,5.835187376911754
HP:0000280,Coarse facial features,4.456406465419635
HP:0000282,Facial edema,9.323654827068095
HP:0000283,Broad face,8.130494856613774
HP:0000286,Epicanthus,3.1900517012942293
HP:0000287,Increased facial adipose tissue,17.183440231417105
HP:0000288,Abnormality of the philtrum,2.8870408197494966
HP:0000289,Broad philtrum,6.896029602976752
HP:0000290,Abnormality of the forehead,2.1478367533872915
HP:0000291,Abnormality of facial adipose tissue,14.013515229974793
HP:0000292,Loss of facial adipose tissue,19.19040073314731
HP:0000293,Full cheeks,5.1626752623629235
HP:0000294,Low anterior hairline,16.229740564887532
HP:0000295,Doll-like facies,10.217957697864113
HP:0000297,Facial hypotonia,13.734806326362051
HP:0000298,Mask-like facies,6.4900372433009155
HP:0000300,Oval face,8.311067102255596
HP:0000301,Abnormality of facial musculature,7.457720202502742
HP:0000303,Mandibular prognathia,10.14581385811457
HP:0000306,Abnormality of the chin,3.829940412518979
HP:0000307,Pointed chin,5.423541831514008
HP:0000308,Microretrognathia,16.383188626871117
HP:0000309,Abnormal midface morphology,3.001211839668808
HP:0000311,Round face,5.648102089533166
HP:0000315,Abnormality of the orbital region,1.697339017307834
HP:0000316,Hypertelorism,2.6826823212433113
HP:0000317,Facial myokymia,21.52950725222396
HP:0000319,Smooth philtrum,4.625500660596033
HP:0000320,Bird-like facies,8.410602775806508
HP:0000321,Square face,8.758526079226817
HP:0000322,Short philtrum,4.503712180197991
HP:0000324,Facial asymmetry,5.19558988483566
HP:0000325,Triangular face,5.119925614903587
HP:0000326,Abnormality of the maxilla,6.976690057874983
HP:0000327,Hypoplasia of the maxilla,7.139748339829028
HP:0000329,Facial hemangioma,16.45539782820294
HP:0000331,Short chin,6.545532355892617
HP:0000336,Prominent supraorbital ridges,6.791692943162015
HP:0000337,Broad forehead,4.775014202015385
HP:0000338,Hypomimic face,15.724453914319039
HP:0000339,Pugilistic facies,11.217957697864113
HP:0000340,Sloping forehead,4.817078261581929
HP:0000341,Narrow forehead,5.048032696421801
HP:0000343,Long philtrum,3.5244707403647886
HP:0000346,Whistling appearance,12.217957697864115
HP:0000347,Micrognathia,10.587616186655822
HP:0000348,High forehead,3.9187496794768353
HP:0000349,Widow's peak,19.353122980392815
HP:0000350,Small forehead,9.048032696421801
HP:0000356,Abnormality of the outer ear,2.0146096948843515
HP:0000357,Abnormal location of ears,2.5651127248621353
HP:0000358,Posteriorly rotated ears,3.5384775983586687
HP:0000359,Abnormality of the inner ear,5.989139007368233
HP:0000360,Tinnitus,6.335314648502273
HP:0000362,Otosclerosis,9.632995197142957
HP:0000363,Abnormal earlobe morphology,5.57410150808939
HP:0000364,Hearing abnormality,1.656669752699285
HP:0000365,Hearing impairment,1.6797687658116955
HP:0000366,Abnormality of the nose,1.5244707403647886
HP:0000368,"Low-set, posteriorly rotated ears",5.785462973350128
HP:0000369,Low-set ears,2.631117909902288
HP:0000370,Abnormality of the middle ear,2.9963705765993094
HP:0000371,Acute otitis media,13.527727463787397
HP:0000372,Abnormality of the auditory canal,5.989139007368234
HP:0000375,Abnormal cochlea morphology,7.3599767027365415
HP:0000376,Incomplete partition of the cochlea type II,9.632995197142957
HP:0000377,Abnormal pinna morphology,2.031843458322472
HP:0000378,Cupped ear,6.335314648502273
HP:0000381,Stapes ankylosis,9.41060277580651
HP:0000383,Abnormal periauricular region morphology,5.603247853748905
HP:0000384,Preauricular skin tag,13.028350199250529
HP:0000385,Small earlobe,7.694395741807099
HP:0000387,Absent earlobe,8.048032696421801
HP:0000388,Otitis media,7.72553424684557
HP:0000389,Chronic otitis media,8.601728045231173
HP:0000391,Thickened helices,6.791692943162015
HP:0000394,Lop ear,9.632995197142957
HP:0000395,Prominent antihelix,8.311067102255596
HP:0000396,Overfolded helix,6.263761387477238
HP:0000399,Prelingual sensorineural hearing impairment,9.931395826242252
HP:0000400,Macrotia,4.093836386034926
HP:0000402,Stenosis of the external auditory canal,7.359976702736541
HP:0000403,Recurrent otitis media,11.373149890217173
HP:0000405,Conductive hearing impairment,6.322752228449243
HP:0000407,Sensorineural hearing impairment,3.8439329849919104
HP:0000408,Progressive sensorineural hearing impairment,12.89669508987409
HP:0000410,Mixed hearing impairment,13.733726891686311
HP:0000411,Protruding ear,4.632995197142957
